disease,symptom
liposarcoma,abdominal swelling
liposarcoma,feeling full sooner when eating
liposarcoma,constipation
liposarcoma,blood in stool
istoplasmosis,fever
istoplasmosis,chills
istoplasmosis,headache
istoplasmosis,muscle aches
istoplasmosis,dry cough
istoplasmosis,chest discomfort
istoplasmosis,fatigue
mental illness,feeling sad or down
mental illness,confused thinking or reduced ability to concentrate
mental illness,"excessive fears or worries, or extreme feelings of guilt"
mental illness,extreme mood changes of highs and lows
mental illness,withdrawal from friends and activities
mental illness,"significant tiredness, low energy or problems sleeping"
mental illness,"detachment from reality (delusions), paranoia or hallucinations"
mental illness,inability to cope with daily problems or stress
mental illness,trouble understanding and relating to situations and to people
mental illness,problems with alcohol or drug use
mental illness,major changes in eating habits
mental illness,sex drive changes
mental illness,"excessive anger, hostility or violence"
mental illness,suicidal thinking
airy cell leukemia,a feeling of fullness in your abdomen that may make it uncomfortable to eat more than a little at a time
airy cell leukemia,fatigue
airy cell leukemia,easy bruising
airy cell leukemia,recurring infections
airy cell leukemia,weakness
airy cell leukemia,weight loss
spontaneous coronary artery dissection (scad),chest pain
spontaneous coronary artery dissection (scad),a rapid heartbeat or fluttery feeling in your chest
spontaneous coronary artery dissection (scad),"pain in your arms, shoulders or jaw"
spontaneous coronary artery dissection (scad),shortness of breath
spontaneous coronary artery dissection (scad),sweating
spontaneous coronary artery dissection (scad),"unusual, extreme tiredness"
spontaneous coronary artery dissection (scad),nausea
spontaneous coronary artery dissection (scad),dizziness
mastitis,breast tenderness or warmth to the touch
mastitis,breast swelling
mastitis,"thickening of breast tissue, or a breast lump"
mastitis,pain or a burning sensation continuously or while breast-feeding
mastitis,"skin redness, often in a wedge-shaped pattern"
mastitis,generally feeling ill
mastitis,fever of 101 f (38.3 c) or greater
mesothelioma,chest pain
mesothelioma,painful coughing
mesothelioma,shortness of breath
mesothelioma,unusual lumps of tissue under the skin on your chest
mesothelioma,unexplained weight loss
mesothelioma,abdominal pain
mesothelioma,abdominal swelling
mesothelioma,nausea
mesothelioma,unexplained weight loss
farsightedness,nearby objects may appear blurry
farsightedness,you need to squint to see clearly
farsightedness,"you have eyestrain, including burning eyes, and aching in or around the eyes"
farsightedness,"you have general eye discomfort or a headache after doing close tasks, such as reading, writing, computer work or drawing, for a time"
lewy body dementia,"visual hallucinations. hallucinations may be one of the first symptoms, and they often recur. they may include seeing shapes, animals or people that aren't there. sound (auditory), smell (olfactory) or touch (tactile) hallucinations are possible."
lewy body dementia,"movement disorders. signs of parkinson's disease (parkinsonian signs), such as slowed movement, rigid muscles, tremor or a shuffling walk may occur. this can also result in falls."
lewy body dementia,"poor regulation of body functions (autonomic nervous system). blood pressure, pulse, sweating and the digestive process are regulated by a part of the nervous system that is often affected by lewy body dementia. this can result in dizziness, falls and bowel issues such as constipation."
lewy body dementia,"cognitive problems. you may experience thinking (cognitive) problems similar to those of alzheimer's disease, such as confusion, poor attention, visual-spatial problems and memory loss."
lewy body dementia,"sleep difficulties. you may have rapid eye movement (rem) sleep behavior disorder, which can cause you to physically act out your dreams while you're asleep."
lewy body dementia,"fluctuating attention. episodes of drowsiness, long periods of staring into space, long naps during the day or disorganized speech are possible."
lewy body dementia,depression. you may experience depression sometime during the course of your illness.
lewy body dementia,apathy. you may have loss of motivation.
odgkin's lymphoma (hodgkin's disease),"painless swelling of lymph nodes in your neck, armpits or groin"
odgkin's lymphoma (hodgkin's disease),persistent fatigue
odgkin's lymphoma (hodgkin's disease),fever
odgkin's lymphoma (hodgkin's disease),night sweats
odgkin's lymphoma (hodgkin's disease),unexplained weight loss
odgkin's lymphoma (hodgkin's disease),severe itching
odgkin's lymphoma (hodgkin's disease),increased sensitivity to the effects of alcohol or pain in your lymph nodes after drinking alcohol
ulcerative colitis,"diarrhea, often with blood or pus"
ulcerative colitis,abdominal pain and cramping
ulcerative colitis,rectal pain
ulcerative colitis,rectal bleeding — passing small amount of blood with stool
ulcerative colitis,urgency to defecate
ulcerative colitis,inability to defecate despite urgency
ulcerative colitis,weight loss
ulcerative colitis,fatigue
ulcerative colitis,fever
ulcerative colitis,"in children, failure to grow"
peripheral neuropathy,"sensory nerves that receive sensation, such as temperature, pain, vibration or touch, from the skin"
peripheral neuropathy,motor nerves that control muscle movement
peripheral neuropathy,"autonomic nerves that control functions such as blood pressure, heart rate, digestion and bladder"
peripheral neuropathy,"gradual onset of numbness, prickling or tingling in your feet or hands, which can spread upward into your legs and arms"
peripheral neuropathy,"sharp, jabbing, throbbing or burning pain"
peripheral neuropathy,extreme sensitivity to touch
